Country Name,Country Code,Year,average_value_CO2 emissions (kt)
France,FRA,1998,381180
"Micronesia, Fed. Sts.",FSM,2005,160
Gabon,GAB,1987,4022.699
"Gambia, The",GMB,1967,33.003
Guyana,GUY,1982,1404.461
Guyana,GUY,2004,1670
High income,HIC,1974,10510987.9569132
Hungary,HUN,1962,50560.596
IBRD only,IBD,1963,3740752.37484008
Indonesia,IDN,1977,82434.16
Indonesia,IDN,2019,
IDA only,IDX,1979,117800.161154515
Jamaica,JAM,2015,7290
Japan,JPN,2005,1213820
Kazakhstan,KAZ,2000,114680
Kuwait,KWT,1974,19328.757
Lao PDR,LAO,1965,179.683
St. Lucia,LCA,2014,360
Low income,LIC,1995,153315.068564298
Luxembourg,LUX,1990,11320
Monaco,MCO,2014,
Middle East & North Africa,MEA,1994,1078221.29929599
Middle income,MIC,1972,6158389.98894578
Mali,MLI,2006,1890
Middle East & North Africa (excluding high income),MNA,1994,669017.443321605
Montenegro,MNE,2012,2330
Mozambique,MOZ,1962,1987.514
Mauritius,MUS,1985,707.731
Norway,NOR,2018,37350
Palau,PLW,1975,194.351
Poland,POL,1981,410062.275
"Korea, Dem. People's Rep.",PRK,1961,26457.405
"Korea, Dem. People's Rep.",PRK,2018,18120
Portugal,PRT,1996,48740
Portugal,PRT,2004,62130
Solomon Islands,SLB,1992,170
Somalia,SOM,1991,700
Sub-Saharan Africa (excluding high income),SSA,1999,469042.667244438
Sub-Saharan Africa,SSF,2013,771046.219406582
Sub-Saharan Africa,SSF,2017,801739.739680406
Eswatini,SWZ,2015,1030
Turks and Caicos Islands,TCA,1970,
Tajikistan,TJK,1984,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,1671480
Timor-Leste,TLS,2019,
Tonga,TON,2015,110
United States,USA,2010,5392870
Zambia,ZMB,1989,2603.57
Zambia,ZMB,2012,4020
Zimbabwe,ZWE,2018,12270
Aruba,ABW,1968,11378.701
Albania,ALB,1973,5291.481
Albania,ALB,1997,1480
Andorra,AND,2000,520
Arab World,ARB,1977,394487.04813305
Armenia,ARM,2013,5500
Australia,AUS,1960,88202.351
Australia,AUS,2007,385370
Burundi,BDI,2007,190
Bangladesh,BGD,1971,23076.431
Bahrain,BHR,1991,10350
Belize,BLZ,1968,102.676
Belize,BLZ,1975,176.016
Bolivia,BOL,1966,1690.487
Canada,CAN,1976,399317.965
Switzerland,CHE,1973,46262.872
"Congo, Dem. Rep.",COD,1991,1740
"Congo, Rep.",COG,1996,2800
"Congo, Rep.",COG,2014,4080
Colombia,COL,2016,83760
Cuba,CUB,1968,16035.791
Cuba,CUB,1992,22090
Curacao,CUW,2005,
Europe & Central Asia (excluding high income),ECA,1994,2898009.32154125
Europe & Central Asia,ECS,2008,6808431.64409291
European Union,EUU,1963,2102660.95369133
Fragile and conflict affected situations,FCS,1980,370998.429190686
Finland,FIN,2005,55460
Finland,FIN,2014,46160
"Micronesia, Fed. Sts.",FSM,1998,130
Gibraltar,GIB,1963,55.005
Gibraltar,GIB,1994,
"Hong Kong SAR, China",HKG,1998,
Croatia,HRV,1995,15400
Haiti,HTI,1977,707.731
Hungary,HUN,1969,62419.674
IBRD only,IBD,1973,6726863.88228019
Iceland,ISL,2010,1960
Kyrgyz Republic,KGZ,1987,
Kiribati,KIR,1984,22.002
"Korea, Rep.",KOR,1967,35151.862
Kuwait,KWT,1963,17025.881
Kuwait,KWT,1994,33750
Lithuania,LTU,1966,
Luxembourg,LUX,2002,9840
Latvia,LVA,1995,9000
"Macao SAR, China",MAC,1960,51.338
St. Martin (French part),MAF,2003,
Monaco,MCO,1973,
Madagascar,MDG,1986,1140.437
Middle East & North Africa,MEA,2018,2531611.75948543
Mexico,MEX,1983,278442.644
Malta,MLT,1970,663.727
Middle East & North Africa (excluding high income),MNA,1998,735896.032339188
Northern Mariana Islands,MNP,2012,
Northern Mariana Islands,MNP,2020,
Mauritania,MRT,1969,275.025
Malawi,MWI,2016,1360
Nigeria,NGA,1999,74660
Netherlands,NLD,1984,145055.519
Norway,NOR,1976,29317.665
Nauru,NRU,1972,77.007
Poland,POL,1983,422339.391
Poland,POL,1993,344020
"Korea, Dem. People's Rep.",PRK,2020,
Paraguay,PRY,2005,3700
West Bank and Gaza,PSE,1991,
West Bank and Gaza,PSE,2008,
Pacific island small states,PSS,2004,2790
Pacific island small states,PSS,2014,2760
Qatar,QAT,2004,31910
Rwanda,RWA,1992,480
Solomon Islands,SLB,1990,150
El Salvador,SLV,2015,7000
Serbia,SRB,2018,45540
Eswatini,SWZ,2013,1550
Turks and Caicos Islands,TCA,1977,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1983,812640.203
Tonga,TON,1968,14.668
Tonga,TON,1991,90
Tonga,TON,1999,110
Sub-Saharan Africa (IDA & IBRD countries),TSS,1984,465849.216768761
Uganda,UGA,1976,990.09
Ukraine,UKR,1966,
Upper middle income,UMC,1988,8983664.32939162
Upper middle income,UMC,2010,13327776.5770184
"Venezuela, RB",VEN,1993,110140
"Venezuela, RB",VEN,2012,183930
Samoa,WSM,2008,190
Kosovo,XKX,1966,
South Africa,ZAF,1970,149763.947
Zambia,ZMB,2000,1810
Aruba,ABW,2004,
Africa Eastern and Southern,AFE,1979,268619.094385202
Afghanistan,AFG,1964,839.743
Africa Western and Central,AFW,1975,69995.696
Angola,AGO,2013,32820
Andorra,AND,1991,410
Andorra,AND,1997,470
Argentina,ARG,1992,107350
Armenia,ARM,1972,
Australia,AUS,2003,351990
Bangladesh,BGD,1968,24737.582
Bahrain,BHR,1992,12270
Bosnia and Herzegovina,BIH,1980,
Bermuda,BMU,1966,201.685
Brazil,BRA,2000,312670
Brunei Darussalam,BRN,2005,4820
Bhutan,BTN,2011,670
Central African Republic,CAF,1988,231.021
"Congo, Rep.",COG,2016,3350
Curacao,CUW,1960,
Curacao,CUW,1966,
Cayman Islands,CYM,1980,161.348
Cyprus,CYP,2019,
Germany,DEU,1979,
Dominican Republic,DOM,1987,9754.22
Early-demographic dividend,EAR,1991,2734404.4699889
Early-demographic dividend,EAR,2002,4077905.21565103
Europe & Central Asia (excluding high income),ECA,2013,2973728.58759142
Europe & Central Asia,ECS,2007,6835622.54625027
Europe & Central Asia,ECS,2016,6089580.3055483
Euro area,EMU,1992,2563960
France,FRA,2007,362910
Ghana,GHA,1983,3655.999
Guinea,GIN,1975,843.41
Guinea-Bissau,GNB,2010,240
Greece,GRC,1998,87130
Greece,GRC,1999,87400
High income,HIC,1975,10168655.5463136
IBRD only,IBD,1969,5156345.2306985
IBRD only,IBD,1971,6065497.28363632
IDA total,IDA,1985,393722.846103897
Iraq,IRQ,1972,29552.353
Israel,ISR,1976,19611.116
Kyrgyz Republic,KGZ,2010,6350
Kiribati,KIR,1988,22.002
Kiribati,KIR,2014,60
Latin America & Caribbean (excluding high income),LAC,2014,1463440
Lebanon,LBN,1980,6178.895
Lebanon,LBN,1985,8056.399
Lebanon,LBN,2011,21180
Low income,LIC,1964,52949.9477694979
Low & middle income,LMY,1976,7708122.32933359
Middle East & North Africa,MEA,1979,636916.401089371
North Macedonia,MKD,2010,8730
Middle East & North Africa (excluding high income),MNA,1984,438529.705783247
Middle East & North Africa (excluding high income),MNA,1992,593782.805999853
North America,NAC,2018,5558099.30377015
New Caledonia,NCL,2005,
Niger,NER,1975,333.697
Nicaragua,NIC,1993,2200
New Zealand,NZL,1999,28710
OECD members,OED,1987,11046188.8706817
OECD members,OED,2015,12032840
Oman,OMN,1966,29.336
Pakistan,PAK,1986,49453.162
Panama,PAN,2000,5280
Pre-demographic dividend,PRE,2006,290400.109834911
"Korea, Dem. People's Rep.",PRK,1989,214636.844
Pacific island small states,PSS,2001,2270
French Polynesia,PYF,2008,
Rwanda,RWA,1972,66.006
Suriname,SUR,1980,2372.549
Sweden,SWE,2020,
Syrian Arab Republic,SYR,2016,26460
Tajikistan,TJK,2010,2420
South Asia (IDA & IBRD),TSA,1961,162628.82549237
South Asia (IDA & IBRD),TSA,2011,1991420
South Asia (IDA & IBRD),TSA,2019,
St. Vincent and the Grenadines,VCT,1981,36.67
St. Vincent and the Grenadines,VCT,2020,
"Venezuela, RB",VEN,1978,68690.244
World,WLD,1976,18580873.0444116
Samoa,WSM,1990,110
Angola,AGO,1993,6900
Andorra,AND,1996,450
Argentina,ARG,1970,82734.854
Argentina,ARG,1986,104212.473
Antigua and Barbuda,ATG,1981,106.343
Burundi,BDI,1974,91.675
Belgium,BEL,1981,124021.607
Belgium,BEL,1983,101630.905
Bulgaria,BGR,1996,55060
Bosnia and Herzegovina,BIH,1972,
Belarus,BLR,1994,64670
Bermuda,BMU,2012,
Brazil,BRA,1976,155154.437
Brazil,BRA,2016,441910
Barbados,BRB,1986,916.75
Switzerland,CHE,2002,43570
Cote d'Ivoire,CIV,1982,6109.222
"Congo, Rep.",COG,1972,663.727
Caribbean small states,CSS,1965,11917.75
Curacao,CUW,2002,
Cyprus,CYP,1985,3102.282
Cyprus,CYP,2017,7300
Algeria,DZA,1965,6596.933
Europe & Central Asia,ECS,1969,7378568.79075316
Estonia,EST,2009,14960
Finland,FIN,1961,14939.358
United Kingdom,GBR,1992,552980
Georgia,GEO,1983,
"Gambia, The",GMB,2000,240
Guinea-Bissau,GNB,2013,260
Guam,GUM,1960,
"Hong Kong SAR, China",HKG,2008,
Croatia,HRV,2004,21110
India,IND,2016,2183280
Iceland,ISL,1988,1848.168
Iceland,ISL,2008,2180
Jordan,JOR,1984,8353.426
Japan,JPN,1973,915748.909
Kazakhstan,KAZ,2002,121460
Cambodia,KHM,1973,128.345
Lao PDR,LAO,1987,212.686
Latin America & Caribbean,LCN,1977,739110.110095743
Lesotho,LSO,1988,
Late-demographic dividend,LTE,1987,8384091.97899107
Luxembourg,LUX,2020,
Marshall Islands,MHL,1998,100
Mali,MLI,1963,176.016
Middle East & North Africa (excluding high income),MNA,1999,763309.911293708
Malawi,MWI,1966,429.039
Malawi,MWI,2005,910
Malawi,MWI,2011,1140
Philippines,PHL,2007,74560
Palau,PLW,1963,55.005
Palau,PLW,1990,0
Pre-demographic dividend,PRE,1996,250650.474588625
Puerto Rico,PRI,1981,
"Korea, Dem. People's Rep.",PRK,1972,89599.478
Qatar,QAT,1988,11928.751
Romania,ROU,1960,53450.192
Russian Federation,RUS,2012,1666860
Sudan,SDN,1976,3755.008
South Sudan,SSD,2002,0
Suriname,SUR,1984,1554.808
Slovak Republic,SVK,1996,42170
Sweden,SWE,2000,53280
Eswatini,SWZ,1997,1110
Syrian Arab Republic,SYR,1962,3204.958
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,1615470
Trinidad and Tobago,TTO,2010,22620
Tanzania,TZA,2014,10720
Uganda,UGA,2011,4160
Uzbekistan,UZB,2006,121930
St. Vincent and the Grenadines,VCT,1994,140
World,WLD,2010,31031799.0424309
Samoa,WSM,1964,25.669
Zimbabwe,ZWE,1962,
Angola,AGO,2019,
Albania,ALB,1992,2240
Andorra,AND,1976,
Andorra,AND,2015,470
Burundi,BDI,1981,157.681
Belarus,BLR,1980,
Bhutan,BTN,2017,1330
Botswana,BWA,1971,
Central African Republic,CAF,1985,161.348
Central African Republic,CAF,2007,260
Chile,CHL,1979,24862.26
China,CHN,2018,10313460
Cote d'Ivoire,CIV,1979,5423.493
Costa Rica,CRI,2002,5520
Caribbean small states,CSS,1969,14869.685
Cuba,CUB,1983,30843.137
Curacao,CUW,2015,
Czech Republic,CZE,2000,123170
Europe & Central Asia (excluding high income),ECA,1992,3598810.00191077
Europe & Central Asia (excluding high income),ECA,2016,2837305.1372992
Estonia,EST,1973,
European Union,EUU,1961,1775816.56177005
Finland,FIN,1984,42254.841
"Gambia, The",GMB,1974,62.339
Guinea-Bissau,GNB,1975,113.677
Honduras,HND,1995,3880
Heavily indebted poor countries (HIPC),HPC,1983,60275.8097493867
IDA only,IDX,2000,166839.349051692
Isle of Man,IMN,2020,
India,IND,1988,527563.956
India,IND,1999,904090
India,IND,2010,1665310
Jordan,JOR,1994,12990
Kazakhstan,KAZ,1981,
Kyrgyz Republic,KGZ,2009,6760
"Korea, Rep.",KOR,1993,326630
Kuwait,KWT,1982,21169.591
Latin America & Caribbean (excluding high income),LAC,1964,253195.349
Lebanon,LBN,1963,3028.942
Libya,LBY,1963,1463.133
Lower middle income,LMC,1996,2369065.10080717
Lesotho,LSO,2008,2010
Luxembourg,LUX,2017,9000
Latvia,LVA,1997,8530
Madagascar,MDG,2020,
Maldives,MDV,2000,460
Mexico,MEX,1982,304837.71
Middle income,MIC,1998,9564533.49992921
Mali,MLI,2018,5620
Montenegro,MNE,1996,0
New Zealand,NZL,2014,31790
Other small states,OSS,2001,94999.1622327951
Papua New Guinea,PNG,2011,5150
Pre-demographic dividend,PRE,1969,70998.7639635699
Sierra Leone,SLE,2006,630
Sub-Saharan Africa (excluding high income),SSA,2017,801150.551260482
Suriname,SUR,2002,1120
Turks and Caicos Islands,TCA,1964,
Togo,TGO,1964,132.012
Tajikistan,TJK,2005,2450
Turkmenistan,TKM,1999,35770
Trinidad and Tobago,TTO,1970,8998.818
Tunisia,TUN,2007,24520
Tunisia,TUN,2012,26680
Uganda,UGA,1977,806.74
Uganda,UGA,1981,528.048
Uruguay,URY,1961,4121.708
"Venezuela, RB",VEN,1973,66501.045
British Virgin Islands,VGB,1991,
Samoa,WSM,2012,200
Africa Eastern and Southern,AFE,1994,312677.028664301
Argentina,ARG,1963,50083.886
Argentina,ARG,1975,94931.296
Belgium,BEL,1988,100354.789
Belgium,BEL,1990,109310
"Bahamas, The",BHS,1995,2080
Bhutan,BTN,1973,3.667
Canada,CAN,1971,352607.719
Cameroon,CMR,1974,975.422
Colombia,COL,2020,
Comoros,COM,1962,11.001
Czech Republic,CZE,1967,
Algeria,DZA,2018,151670
East Asia & Pacific (excluding high income),EAP,1964,535755.189653882
East Asia & Pacific,EAS,1972,2364536.96518943
"Egypt, Arab Rep.",EGY,1986,74564.778
Spain,ESP,1975,181644.845
Estonia,EST,1969,
European Union,EUU,1971,3207027.87582959
France,FRA,1982,436893.714
United Kingdom,GBR,1964,608355.3
Ghana,GHA,2007,9050
Guinea,GIN,1976,887.414
Guinea,GIN,1999,1430
Greenland,GRL,1963,330.03
Guyana,GUY,1990,1180
Indonesia,IDN,1963,22783.071
"Iran, Islamic Rep.",IRN,2001,351010
Italy,ITA,1979,387466.221
Italy,ITA,2015,337860
Cambodia,KHM,1996,1610
Libya,LBY,2000,39870
Liechtenstein,LIE,1974,
Sri Lanka,LKA,1990,3840
Lower middle income,LMC,1995,2340520.21636092
Monaco,MCO,1962,
Madagascar,MDG,1990,890
Middle income,MIC,1973,6506872.28936727
North Macedonia,MKD,2002,8430
Mali,MLI,1978,396.036
Middle East & North Africa (excluding high income),MNA,1974,280337.680689279
Mauritania,MRT,1980,630.724
Malaysia,MYS,1978,23237.779
Niger,NER,1983,964.421
Niger,NER,2002,700
Nepal,NPL,1987,872.746
Nepal,NPL,1993,1410
Pakistan,PAK,1960,14154.62
Pre-demographic dividend,PRE,1978,140339.635815906
Pre-demographic dividend,PRE,1989,180006.101677276
Pre-demographic dividend,PRE,2007,288769.103845816
West Bank and Gaza,PSE,1990,
South Asia,SAS,1981,387715.577
South Asia,SAS,2001,1095440
Sudan,SDN,1965,2427.554
Sudan,SDN,1968,3105.949
El Salvador,SLV,1987,2449.556
San Marino,SMR,1989,
Sub-Saharan Africa,SSF,1980,379275.270473656
Sweden,SWE,1974,79889.262
Chad,TCD,2005,800
Europe & Central Asia (IDA & IBRD countries),TEC,1970,4372533.77923818
Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,611178.89
Timor-Leste,TLS,1990,0
Tunisia,TUN,2005,23140
Tanzania,TZA,1996,3070
Uganda,UGA,2012,3910
Upper middle income,UMC,2016,14944211.1376824
St. Vincent and the Grenadines,VCT,2010,250
St. Vincent and the Grenadines,VCT,2015,220
"Venezuela, RB",VEN,2002,145580
Virgin Islands (U.S.),VIR,1971,
Virgin Islands (U.S.),VIR,2014,
Samoa,WSM,2014,210
Kosovo,XKX,2007,
South Africa,ZAF,1983,292230.564
South Africa,ZAF,1997,288920
Zimbabwe,ZWE,1981,9435.191
Albania,ALB,1994,2140
Austria,AUT,1975,54392.611
Azerbaijan,AZE,1982,
Benin,BEN,1971,293.36
Brazil,BRA,2011,417120
Switzerland,CHE,1974,41481.104
Costa Rica,CRI,1964,674.728
Costa Rica,CRI,1982,2086.523
Czech Republic,CZE,1984,
Dominican Republic,DOM,2009,19630
Europe & Central Asia,ECS,1989,10922324.1501952
"Egypt, Arab Rep.",EGY,1965,27641.846
Euro area,EMU,2010,2501370
Spain,ESP,2016,247030
Estonia,EST,2017,16280
Ethiopia,ETH,1977,1048.762
Gabon,GAB,2003,4390
Gabon,GAB,2010,4770
Equatorial Guinea,GNQ,1966,25.669
Haiti,HTI,1980,751.735
Hungary,HUN,1986,83537.927
IBRD only,IBD,1979,8876987.14667888
IBRD only,IBD,2011,18689600
IDA total,IDA,2009,656519.756535291
Isle of Man,IMN,1976,
Ireland,IRL,2016,38710
Jamaica,JAM,1966,3520.32
Libya,LBY,1960,693.063
Libya,LBY,1999,38060
Libya,LBY,2010,57230
Least developed countries: UN classification,LDC,1968,57912.1768546612
Liechtenstein,LIE,1981,
Liechtenstein,LIE,2006,230
Lower middle income,LMC,1982,1549761.89745926
Late-demographic dividend,LTE,1971,4791565.6232693
Lithuania,LTU,2017,11220
Luxembourg,LUX,2004,11680
Latvia,LVA,1965,
Morocco,MAR,1995,29200
Monaco,MCO,1967,
Moldova,MDA,1973,
Marshall Islands,MHL,1990,0
North Macedonia,MKD,2013,8240
Mali,MLI,2002,1400
Malta,MLT,2012,2710
Myanmar,MMR,1960,2717.247
Myanmar,MMR,2004,10510
Myanmar,MMR,2005,11080
Middle East & North Africa (excluding high income),MNA,1966,149213.658582218
Mozambique,MOZ,1984,1536.473
Mozambique,MOZ,2002,1570
Malaysia,MYS,2013,219820
North America,NAC,1960,3084636.08161586
Niger,NER,1984,993.757
Nigeria,NGA,1994,80530
Netherlands,NLD,2001,167400
Norway,NOR,1982,41052.065
Nepal,NPL,2017,11030
Other small states,OSS,1996,83550.1517278411
Panama,PAN,2019,
Palau,PLW,2011,220
Pacific island small states,PSS,2017,3590
Russian Federation,RUS,1974,2851891.906
Senegal,SEN,2020,
Solomon Islands,SLB,1977,80.674
Small states,SST,1980,127746.167655088
Slovak Republic,SVK,1980,
Eswatini,SWZ,1988,436.373
Sint Maarten (Dutch part),SXM,1965,
Syrian Arab Republic,SYR,1981,26637.088
Togo,TGO,1978,355.699
Latin America & the Caribbean (IDA & IBRD countries),TLA,1986,874033.117
South Asia (IDA & IBRD),TSA,1985,492357.089
Uganda,UGA,2014,4740
Virgin Islands (U.S.),VIR,2019,
Vanuatu,VUT,1965,47.671
Samoa,WSM,1993,120
South Africa,ZAF,1968,138084.552
Albania,ALB,2008,4170
Andorra,AND,2006,550
United Arab Emirates,ARE,2004,109980
Argentina,ARG,1961,51180.319
Argentina,ARG,1987,114942.115
Antigua and Barbuda,ATG,2001,350
Azerbaijan,AZE,2012,30760
Burundi,BDI,1984,220.02
Belgium,BEL,1995,114570
Bosnia and Herzegovina,BIH,2015,19610
Brunei Darussalam,BRN,2003,5250
Bhutan,BTN,1980,22.002
Canada,CAN,1968,303539.592
China,CHN,1995,3084870
"Congo, Dem. Rep.",COD,1988,4019.032
"Congo, Dem. Rep.",COD,2002,880
Costa Rica,CRI,1985,2266.206
Caribbean small states,CSS,1983,28639.27
Cyprus,CYP,1978,2808.922
Germany,DEU,1962,
Germany,DEU,1981,
Algeria,DZA,2000,78590
East Asia & Pacific,EAS,1991,4749295.59640681
East Asia & Pacific,EAS,1993,5231578.41045312
Europe & Central Asia (excluding high income),ECA,1981,5969776.33436945
Spain,ESP,1968,97157.165
Faroe Islands,FRO,2019,
United Kingdom,GBR,1978,605084.336
Georgia,GEO,1992,20070
Gibraltar,GIB,2005,
Grenada,GRD,2014,250
High income,HIC,1985,10814460.6760657
"Hong Kong SAR, China",HKG,1990,
Croatia,HRV,1999,18510
IDA & IBRD total,IBT,1974,7243264.16510371
Indonesia,IDN,1965,24689.911
Jordan,JOR,2012,24120
Kazakhstan,KAZ,2006,180210
Kyrgyz Republic,KGZ,1962,
Low income,LIC,1972,124619.382272852
Late-demographic dividend,LTE,1965,3293728.17831631
Morocco,MAR,1975,11111.01
Middle East & North Africa,MEA,2019,
Mexico,MEX,2009,461760
Mali,MLI,2004,1480
Myanmar,MMR,1964,2860.26
Myanmar,MMR,2000,9600
Mozambique,MOZ,2001,1410
Mauritania,MRT,2014,2520
Mauritius,MUS,1970,498.712
Nigeria,NGA,1975,47395.975
Nigeria,NGA,1977,50567.93
Pakistan,PAK,2006,132480
Poland,POL,1966,252678.302
West Bank and Gaza,PSE,2009,
Post-demographic dividend,PST,1999,12002889.3741395
Post-demographic dividend,PST,2001,12327987.6456661
Qatar,QAT,2006,44980
Romania,ROU,2017,74100
Russian Federation,RUS,1976,3113979.73
Russian Federation,RUS,1996,1534380
Rwanda,RWA,2017,1050
South Asia,SAS,1964,191987.677681689
Sudan,SDN,1984,3505.652
Solomon Islands,SLB,1973,66.006
Serbia,SRB,2015,45160
Sub-Saharan Africa (excluding high income),SSA,1971,260928.289036625
Eswatini,SWZ,1967,227.354
Sint Maarten (Dutch part),SXM,2005,
Europe & Central Asia (IDA & IBRD countries),TEC,2019,
Togo,TGO,2014,1590
Tajikistan,TJK,2001,2150
Turkey,TUR,2013,318170
Ukraine,UKR,2012,277290
United States,USA,1968,3831354.94
United States,USA,1997,5547990
Virgin Islands (U.S.),VIR,2009,
World,WLD,1986,21729229.4761357
Africa Western and Central,AFW,1967,21239.264
Angola,AGO,1983,5115.465
Andorra,AND,1964,
Andorra,AND,2012,490
Argentina,ARG,2006,155370
American Samoa,ASM,1992,
Australia,AUS,1985,241229.928
Australia,AUS,2008,388500
Burkina Faso,BFA,1978,348.365
"Bahamas, The",BHS,2019,
Belarus,BLR,1970,
Bhutan,BTN,1968,
Switzerland,CHE,1978,42218.171
Cameroon,CMR,2011,7970
Cameroon,CMR,2015,8010
Cabo Verde,CPV,1988,73.34
Cuba,CUB,1974,22911.416
Curacao,CUW,2011,
Cyprus,CYP,1983,3098.615
Cyprus,CYP,1988,4129.042
Czech Republic,CZE,1962,
Czech Republic,CZE,1979,
Czech Republic,CZE,1989,
Denmark,DNK,1977,61847.622
Europe & Central Asia (excluding high income),ECA,2011,3042250.95817305
Europe & Central Asia,ECS,1971,8158008.83422603
Eritrea,ERI,1990,0
Finland,FIN,1998,57270
Faroe Islands,FRO,2011,
Grenada,GRD,1991,120
Greenland,GRL,1969,407.037
Haiti,HTI,2017,3370
Hungary,HUN,1974,74102.736
Ireland,IRL,1980,26255.72
Cambodia,KHM,1986,432.706
Kiribati,KIR,2007,60
St. Kitts and Nevis,KNA,1974,36.67
"Korea, Rep.",KOR,2012,598960
Least developed countries: UN classification,LDC,1980,59525.4591445222
Sri Lanka,LKA,2020,
Mexico,MEX,2010,468940
North Macedonia,MKD,1981,
Montenegro,MNE,1988,
Mozambique,MOZ,1988,1012.092
Mauritania,MRT,1993,910
Mauritius,MUS,2020,
Malawi,MWI,1963,
Nigeria,NGA,2015,108150
Nicaragua,NIC,1995,2650
New Zealand,NZL,1974,18756.705
Pakistan,PAK,2003,105660
Peru,PER,2012,48370
Palau,PLW,2017,270
Papua New Guinea,PNG,1965,304.361
Portugal,PRT,1967,12409.128
Portugal,PRT,2019,
West Bank and Gaza,PSE,1977,
Qatar,QAT,2014,80400
South Asia,SAS,1962,179024.45728583
South Asia,SAS,1980,359501.679
South Asia,SAS,1985,492357.089
Sudan,SDN,1997,5190
Singapore,SGP,1983,34997.848
Sierra Leone,SLE,1976,451.041
San Marino,SMR,1960,
Slovenia,SVN,2011,15730
Sweden,SWE,1975,80824.347
Sweden,SWE,1986,62038.306
Seychelles,SYC,1965,7.334
